x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.03458705544471741,-0.029935002326965332,-0.006679324694772504,0.05918896198272705,-0.078285813331604,-0.009321409073521636,0.07089260220527649,-0.12455576658248901,-0.01304209863846495,0.06718868017196655,-0.16488337516784668,-0.015219096821596168,0.040328383445739746,-0.13769635558128357,0.0006371230996649047,0.04772910475730896,-0.18325501680374146,-0.012280149181236766,0.05073583126068115,-0.14551153779029846,-0.0200183901757498,0.04654696583747864,-0.11483252048492432,-0.022502149251153014,0.022932857275009155,-0.1366368532180786,-0.001281357049805365,0.030459612607955933,-0.1774025559425354,-0.014635265600730918,0.03352534770965576,-0.12977606058120728,-0.019394975882818244,0.029275447130203247,-0.10116404294967651,-0.019256439787199042,0.003664851188659668,-0.13018393516540527,-0.0052543797351916055,0.013184785842895508,-0.16337811946868896,-0.018900205177118323,0.018308132886886597,-0.11732959747314453,-0.015377424453248523,0.015423178672790527,-0.09120601415634155,-0.009024546277572654,-0.01791483163833618,-0.11849278211593628,-0.009855763782610438,-0.004353970289230347,-0.1446254849433899,-0.018811146524598144,0.003079146146774292,-0.11229002475738525,-0.013962374796022914,0.0017193257808685303,-0.09082227945327759,-0.007480855827083133,I_LOVE_YOU
0.0,0.0,0.0,0.03367185592651367,-0.029522716999053955,-0.006922469788293029,0.059610575437545776,-0.07705265283584595,-0.009259399806211377,0.07075917720794678,-0.12292894721031189,-0.012561476637671376,0.06630092859268188,-0.1622331738471985,-0.014217415672789002,0.04083886742591858,-0.13804996013641357,8.709549624086321e-05,0.04838171601295471,-0.18465617299079895,-0.012708454241106892,0.051421135663986206,-0.1458640694618225,-0.020125878823051835,0.04772952198982239,-0.11339420080184937,-0.022301135432968522,0.02325347065925598,-0.1372821033000946,-0.0016472298531482465,0.030244797468185425,-0.17859822511672974,-0.014325198565671826,0.03360915184020996,-0.13231241703033447,-0.018714904633412743,0.030524075031280518,-0.10231399536132812,-0.018469940719256783,0.003887951374053955,-0.13012531399726868,-0.005482097935924912,0.011992961168289185,-0.16318506002426147,-0.01852873138810196,0.018157660961151123,-0.1188005805015564,-0.015452019718537713,0.01700630784034729,-0.09139078855514526,-0.009641539153705025,-0.017480552196502686,-0.11681270599365234,-0.009964888763676072,-0.005457490682601929,-0.14432907104492188,-0.01859732143307724,0.002735227346420288,-0.11294543743133545,-0.014129228738198663,0.0029349923133850098,-0.09052234888076782,-0.008068888296435262,I_LOVE_YOU
0.0,0.0,0.0,0.03307047486305237,-0.027038097381591797,-0.006529242196620544,0.057634949684143066,-0.07103842496871948,-0.009396000695915063,0.0707044005393982,-0.11421984434127808,-0.013839474809856256,0.06941941380500793,-0.15528416633605957,-0.016953366739244302,0.03558039665222168,-0.13663679361343384,0.001505093601963381,0.04360184073448181,-0.19024771451950073,-0.011565838871092637,0.04945540428161621,-0.16025590896606445,-0.020166112971992334,0.04739108681678772,-0.1263708770275116,-0.022775850189418634,0.018431246280670166,-0.13635659217834473,-0.00014306049320111924,0.026323139667510986,-0.1836974024772644,-0.012930020620615323,0.03223875164985657,-0.1411120593547821,-0.01840651680299743,0.030380666255950928,-0.10688263177871704,-0.018940326688380082,-0.00025975704193115234,-0.13043922185897827,-0.003978816723019918,0.00889536738395691,-0.17311766743659973,-0.016844627378077348,0.01584702730178833,-0.13080361485481262,-0.01507514708259805,0.014637619256973267,-0.0961121916770935,-0.010023721424431642,-0.02063828706741333,-0.11919677257537842,-0.008545858716161092,-0.007520705461502075,-0.1528441607952118,-0.017951789242715677,0.003730565309524536,-0.12550193071365356,-0.015480446559877237,0.0062982141971588135,-0.09796017408370972,-0.010646499624044736,I_LOVE_YOU
0.0,0.0,0.0,0.03332546353340149,-0.02230459451675415,-0.009683471122457377,0.060365885496139526,-0.0680854320526123,-0.011769274199082247,0.07310312986373901,-0.1123923659324646,-0.01522359060652434,0.07502385973930359,-0.1551910638809204,-0.018385327370538107,0.03749990463256836,-0.1301409900188446,0.007097332788930544,0.04219537973403931,-0.1701255440711975,-0.0012411605060833608,0.048442840576171875,-0.19100400805473328,-0.007272056718989006,0.05262717604637146,-0.19624990224838257,-0.009367298284246317,0.019787907600402832,-0.13487330079078674,0.0061582495033007945,0.028096944093704224,-0.18263569474220276,-0.009758975306226603,0.030106782913208008,-0.1459188163280487,-0.016403344409241072,0.029590696096420288,-0.10724738240242004,-0.014723376320375792,0.0008740425109863281,-0.13472101092338562,0.0027699990238261307,0.009282171726226807,-0.17667445540428162,-0.015185839445962301,0.012581944465637207,-0.13549119234085083,-0.01570493070937573,0.013155817985534668,-0.09399622678756714,-0.008918992193116537,-0.01984599232673645,-0.12851810455322266,-0.0014676729409757172,-0.010456472635269165,-0.1751239001750946,-0.01321329264499127,-0.0037610232830047607,-0.1705261468887329,-0.012411060692443243,-0.000929713249206543,-0.15294408798217773,-0.0075221643277245676,I_LOVE_YOU
0.0,0.0,0.0,0.03285148739814758,-0.02109658718109131,-0.009880065700038188,0.06014358997344971,-0.06680184602737427,-0.011969350991769545,0.07307109236717224,-0.1108318567276001,-0.015237923493607752,0.07370924949645996,-0.15310335159301758,-0.018255782095714324,0.03693324327468872,-0.12824898958206177,0.0062538657654087615,0.04138955473899841,-0.16723302006721497,-0.002002296518533342,0.04761895537376404,-0.1884828507900238,-0.008027565447612517,0.052090972661972046,-0.19515347480773926,-0.010223638048394434,0.019040197134017944,-0.13311108946800232,0.005459937019274719,0.027489066123962402,-0.18095123767852783,-0.010502208737655394,0.029545992612838745,-0.14453202486038208,-0.017197211055083983,0.02898445725440979,-0.10615432262420654,-0.015581495841964,4.1484832763671875e-05,-0.13291645050048828,0.002313239950687773,0.008394598960876465,-0.1758892834186554,-0.015479352107270472,0.011655420064926147,-0.13509529829025269,-0.015971495551987402,0.012233823537826538,-0.09400948882102966,-0.009253280019386523,-0.020890623331069946,-0.1264093518257141,-0.0016877429010335732,-0.011871784925460815,-0.1728954017162323,-0.013287924012168162,-0.005226314067840576,-0.17005130648612976,-0.012600781178100817,-0.0023602545261383057,-0.15476030111312866,-0.007911493783815615,I_LOVE_YOU
0.0,0.0,0.0,0.03189349174499512,-0.012192487716674805,-0.014936725795223538,0.06388446688652039,-0.058753907680511475,-0.01854908205564243,0.07805794477462769,-0.10718032717704773,-0.021288222819521252,0.08206087350845337,-0.1480991244316101,-0.02343908995385391,0.04193583130836487,-0.12752684950828552,-0.004667249228759829,0.051168292760849,-0.1821671724319458,-0.010432770661964241,0.058169811964035034,-0.2155882716178894,-0.013512006215705696,0.06445503234863281,-0.2426971197128296,-0.015157327242150131,0.021064162254333496,-0.1377776563167572,-0.002631277730642978,0.03076353669166565,-0.18546563386917114,-0.019100587069942776,0.03206953406333923,-0.14987215399742126,-0.02619661316271049,0.031036972999572754,-0.11063787341117859,-0.025424507632806126,0.00041031837463378906,-0.14145785570144653,-0.0021337745245091355,0.005088627338409424,-0.19437086582183838,-0.01682103350754005,0.008901536464691162,-0.16061639785766602,-0.017850510030939404,0.012421756982803345,-0.12224704027175903,-0.013245445862366978,-0.02033969759941101,-0.13849294185638428,-0.002925413614093486,-0.02021622657775879,-0.18924742937088013,-0.01136113721872789,-0.012682497501373291,-0.211911141872406,-0.012868584319903675,-0.0034536421298980713,-0.22388774156570435,-0.0113795215263508,I_LOVE_YOU
0.0,0.0,0.0,0.03491020202636719,-0.009484708309173584,-0.016060980613289644,0.0666961669921875,-0.05334728956222534,-0.02071559859341221,0.08172920346260071,-0.10160699486732483,-0.024066923762617876,0.08962035179138184,-0.14157146215438843,-0.026555916870890428,0.04430109262466431,-0.1341831386089325,-0.008084437454996873,0.05477416515350342,-0.19959807395935059,-0.014914475026486684,0.06182733178138733,-0.23835420608520508,-0.018451983685551454,0.06754434108734131,-0.2726910412311554,-0.02073519548302727,0.02259048819541931,-0.14436495304107666,-0.005742430332063009,0.030610620975494385,-0.19103199243545532,-0.02494884898787575,0.03243020176887512,-0.1474052369594574,-0.03269021456962662,0.03096833825111389,-0.10694867372512817,-0.03202386444336014,0.001753687858581543,-0.1471790373325348,-0.004767410567907859,0.005923181772232056,-0.19879886507987976,-0.021460338140784074,0.010825902223587036,-0.15869149565696716,-0.021695515717325975,0.013775140047073364,-0.12150800228118896,-0.01626676378673153,-0.01924753189086914,-0.14348137378692627,-0.005139779875932504,-0.020875662565231323,-0.19505232572555542,-0.01484588032489853,-0.014175385236740112,-0.22125935554504395,-0.016472546960173418,-0.005644619464874268,-0.24500763416290283,-0.015002667549012472,I_LOVE_YOU
0.0,0.0,0.0,0.03535020351409912,-0.013577044010162354,-0.014089750806721923,0.06652197241783142,-0.06123197078704834,-0.018003562214705227,0.08255434036254883,-0.10969486832618713,-0.021424125629398105,0.09139123558998108,-0.1479712724685669,-0.024061927321287868,0.04518646001815796,-0.14191389083862305,-0.0068143515204219796,0.0566253662109375,-0.20982390642166138,-0.014765284704896686,0.06346416473388672,-0.24765229225158691,-0.018829215067359684,0.0692780613899231,-0.28130581974983215,-0.02129545223984408,0.024178802967071533,-0.15063682198524475,-0.0061817078207759835,0.032265305519104004,-0.19804495573043823,-0.02715008494529414,0.033574581146240234,-0.15450981259346008,-0.03559962448749232,0.03181856870651245,-0.11366665363311768,-0.03519215968522715,0.0034117400646209717,-0.1515006721019745,-0.00691085609692621,0.006715685129165649,-0.2042451798915863,-0.025412996980282543,0.011944442987442017,-0.16380131244659424,-0.026399491104218242,0.015380769968032837,-0.12553241848945618,-0.02117750023576903,-0.017625123262405396,-0.14666616916656494,-0.008765894669028995,-0.020981580018997192,-0.20036950707435608,-0.018990056338640926,-0.014488667249679565,-0.22600561380386353,-0.020512688654395816,-0.005604177713394165,-0.24852943420410156,-0.01896861170503783,I_LOVE_YOU
0.0,0.0,0.0,0.0368572473526001,-0.013017535209655762,-0.013544256581562664,0.06848961114883423,-0.058869242668151855,-0.017777532121735717,0.08565467596054077,-0.10617390275001526,-0.021954517594176437,0.09800341725349426,-0.14142277836799622,-0.02548975475748172,0.0456998348236084,-0.1440998911857605,-0.006383712651777174,0.057589948177337646,-0.214728444814682,-0.014580058647888805,0.06485143303871155,-0.25466594099998474,-0.018498090809780265,0.07069063186645508,-0.29140180349349976,-0.020761092907386924,0.02455449104309082,-0.15152791142463684,-0.00619231422116151,0.031264275312423706,-0.19728457927703857,-0.028191847509342338,0.031818240880966187,-0.150985985994339,-0.036433225280243065,0.02957579493522644,-0.11146318912506104,-0.03560008273144355,0.0037211179733276367,-0.15212661027908325,-0.007301298218417074,0.0065472424030303955,-0.20535266399383545,-0.027201078614789154,0.011094123125076294,-0.16099774837493896,-0.026908352753716613,0.013784438371658325,-0.12320110201835632,-0.02022067621965995,-0.017706990242004395,-0.14769688248634338,-0.00951926481594434,-0.019434034824371338,-0.20313569903373718,-0.02028822690864196,-0.014552116394042969,-0.23422974348068237,-0.021008785596686508,-0.008327692747116089,-0.2659657597541809,-0.018655713430243637,I_LOVE_YOU
0.0,0.0,0.0,0.03640058636665344,-0.01494365930557251,-0.01441980837033352,0.06816399097442627,-0.05960196256637573,-0.019199531843226758,0.08576416969299316,-0.10779711604118347,-0.023794977312248555,0.09821814298629761,-0.14337554574012756,-0.027503583898108808,0.04597470164299011,-0.14417323470115662,-0.006778007691067067,0.057986438274383545,-0.21629726886749268,-0.015560032186370698,0.06538388133049011,-0.2566193640232086,-0.019809956048887578,0.07162594795227051,-0.29365086555480957,-0.02240137415127119,0.025196760892868042,-0.15278559923171997,-0.006536142287116853,0.032380253076553345,-0.20161521434783936,-0.029668856730025617,0.03403952717781067,-0.15378820896148682,-0.03839905033008417,0.03243112564086914,-0.11271065473556519,-0.03766193458930811,0.004525542259216309,-0.15410667657852173,-0.007756987904470769,0.007240802049636841,-0.20798856019973755,-0.028424976711433736,0.013002514839172363,-0.16362741589546204,-0.02867835978166422,0.016640514135360718,-0.12596732378005981,-0.022240128685992566,-0.016840040683746338,-0.15073710680007935,-0.010141090807777253,-0.018479257822036743,-0.20592603087425232,-0.021145973672431317,-0.013522088527679443,-0.2358432412147522,-0.022240128685992566,-0.007623910903930664,-0.2670462727546692,-0.02017851205663046,I_LOVE_YOU
